,Condition_1,Condition_1_prime_1,Condition_1_prime_2,Condition_1_prime_3,Condition_1_prime_4,Condition_1_prime_5,Condition_1_prime_6,Condition_1_prime_7,Condition_1_prime_8,Condition_1_prime_9,Condition_1_prime_10,Condition_2,Condition_2_prime_1,Condition_2_prime_2,Condition_2_prime_3,Condition_2_prime_4,Condition_2_prime_5,Condition_2_prime_6,Condition_2_prime_7,Condition_2_prime_8,Condition_2_prime_9,Condition_2_prime_10,Condition_3,Condition_3_prime_1,Condition_3_prime_2,Condition_3_prime_3,Condition_3_prime_4,Condition_3_prime_5,Condition_3_prime_6,Condition_3_prime_7,Condition_3_prime_8,Condition_3_prime_9,Condition_3_prime_10,Condition_4,Condition_4_prime_1,Condition_4_prime_2,Condition_4_prime_3,Condition_4_prime_4,Condition_4_prime_5,Condition_4_prime_6,Condition_4_prime_7,Condition_4_prime_8,Condition_4_prime_9,Condition_4_prime_10,Condition_5,Condition_5_prime_1,Condition_5_prime_2,Condition_5_prime_3,Condition_5_prime_4,Condition_5_prime_5,Condition_5_prime_6,Condition_5_prime_7,Condition_5_prime_8,Condition_5_prime_9,Condition_5_prime_10,Condition_6,Condition_6_prime_1,Condition_6_prime_2,Condition_6_prime_3,Condition_6_prime_4,Condition_6_prime_5,Condition_6_prime_6,Condition_6_prime_7,Condition_6_prime_8,Condition_6_prime_9,Condition_6_prime_10,Condition_7,Condition_7_prime_1,Condition_7_prime_2,Condition_7_prime_3,Condition_7_prime_4,Condition_7_prime_5,Condition_7_prime_6,Condition_7_prime_7,Condition_7_prime_8,Condition_7_prime_9,Condition_7_prime_10,Condition_8,Condition_8_prime_1,Condition_8_prime_2,Condition_8_prime_3,Condition_8_prime_4,Condition_8_prime_5,Condition_8_prime_6,Condition_8_prime_7,Condition_8_prime_8,Condition_8_prime_9,Condition_8_prime_10,Condition_9,Condition_9_prime_1,Condition_9_prime_2,Condition_9_prime_3,Condition_9_prime_4,Condition_9_prime_5,Condition_9_prime_6,Condition_9_prime_7,Condition_9_prime_8,Condition_9_prime_9,Condition_9_prime_10,Condition_10,Condition_10_prime_1,Condition_10_prime_2,Condition_10_prime_3,Condition_10_prime_4,Condition_10_prime_5,Condition_10_prime_6,Condition_10_prime_7,Condition_10_prime_8,Condition_10_prime_9,Condition_10_prime_10
Condition_5,0.7531,0.4689,0.6894,0.6582,0.6894,0.7531,0.6582,0.5942,0.6761,0.7531,0.7531,0.753,0.6578,0.5942,0.5629,0.6947,0.6948,0.753,0.6581,0.753,0.6578,0.753,0.2195,0.2195,0.2195,0.1425,0.2195,0.2195,0.2195,0.2195,0.2195,0.2195,0.2195,0.2869,0.2869,0.2869,0.2099,0.2869,0.2869,0.2869,0.2869,0.2869,0.2869,0.2869,1.0,0.9048,0.7463,0.8411,0.9048,0.9048,1.0,0.8914,0.8108,0.906,1.0,0.9715,0.8629,0.8127,0.7813,0.8945,0.8908,0.9715,0.8138,0.7676,0.9399,0.8775,0.7054,0.6114,0.7051,0.5153,0.7054,0.7017,0.7054,0.6105,0.6284,0.7054,0.7067,0.9035,0.8082,0.8852,0.7446,0.8082,0.8266,0.7822,0.8127,0.803,0.8852,0.8738,0.4671,0.2782,0.2952,0.4034,0.4671,0.3997,0.4671,0.4671,0.4671,0.3731,0.3731,0.4194,0.3255,0.2476,0.4194,0.3558,0.4194,0.4194,0.4194,0.3425,0.3255,0.3255
Condition_5_prime_1,0.6578,0.5642,0.5942,0.5629,0.5942,0.6578,0.5629,0.4989,0.5808,0.6578,0.6578,0.6578,0.6578,0.499,0.5629,0.5995,0.5995,0.6578,0.5629,0.6578,0.5626,0.6578,0.2195,0.2195,0.2195,0.1425,0.2195,0.2195,0.2195,0.2195,0.2195,0.2195,0.2195,0.2869,0.3821,0.2869,0.2099,0.2869,0.2869,0.2869,0.2869,0.2869,0.2869,0.2869,0.9048,1.0,0.6511,0.7459,0.8095,0.8096,0.9048,0.7962,0.7156,0.8108,0.9048,0.8762,0.8629,0.7174,0.7813,0.7992,0.7956,0.8762,0.7186,0.6724,0.8446,0.7822,0.6102,0.6115,0.6099,0.5153,0.6102,0.6065,0.6102,0.5153,0.5332,0.6102,0.6115,0.8082,0.9035,0.79,0.6494,0.713,0.7313,0.7822,0.7174,0.7077,0.79,0.7785,0.4671,0.3734,0.2952,0.4034,0.4671,0.3997,0.4671,0.4671,0.4671,0.3731,0.3731,0.4194,0.3255,0.2476,0.4194,0.3558,0.4194,0.4194,0.4194,0.3425,0.3255,0.3255
Condition_5_prime_2,0.5674,0.4076,0.5808,0.5422,0.552,0.536,0.5888,0.5027,0.4946,0.5674,0.5674,0.536,0.4286,0.5808,0.4469,0.4815,0.4815,0.536,0.5674,0.536,0.4722,0.536,0.1778,0.1778,0.1778,0.0863,0.1778,0.1778,0.1778,0.1778,0.1778,0.1778,0.1778,0.2094,0.2094,0.2094,0.1179,0.2094,0.2093,0.2094,0.2094,0.2094,0.2093,0.2094,0.7463,0.6511,1.0,0.6046,0.6683,0.6523,0.7463,0.7329,0.7234,0.733,0.7463,0.745,0.6203,0.8377,0.6585,0.6683,0.6671,0.745,0.7428,0.5926,0.7268,0.7134,0.5115,0.4166,0.5025,0.4166,0.5029,0.4713,0.5115,0.5118,0.42,0.5115,0.5298,0.6761,0.5809,0.6588,0.6597,0.582,0.6074,0.6191,0.7938,0.6219,0.6748,0.6353,0.3985,0.3034,0.307,0.3985,0.3985,0.3669,0.3985,0.3985,0.3985,0.3033,0.3034,0.3123,0.2172,0.2208,0.3123,0.3123,0.3123,0.3123,0.3123,0.2208,0.2172,0.2172
Condition_5_prime_3,0.6284,0.3477,0.5808,0.5344,0.5808,0.6284,0.5344,0.4855,0.6284,0.6284,0.6284,0.6284,0.5381,0.4859,0.4392,0.6283,0.6284,0.6284,0.5348,0.6284,0.5332,0.6284,0.1256,0.1892,0.1256,0.1256,0.1256,0.1256,0.1256,0.1256,0.1256,0.1256,0.1256,0.1745,0.2381,0.1745,0.3333,0.1745,0.1745,0.1745,0.1745,0.1745,0.1745,0.1745,0.8411,0.7459,0.6046,1.0,0.8411,0.7642,0.8411,0.8229,0.6544,0.7496,0.8411,0.828,0.7369,0.6855,0.6388,0.828,0.8268,0.828,0.6889,0.7146,0.8098,0.7365,0.5968,0.5369,0.5967,0.4076,0.5968,0.5955,0.5968,0.5028,0.5968,0.5968,0.5971,0.828,0.7328,0.828,0.6855,0.7418,0.7761,0.6413,0.6855,0.7418,0.8098,0.7353,0.343,0.1575,0.249,0.2953,0.343,0.2941,0.343,0.343,0.343,0.2514,0.2514,0.3113,0.2198,0.2174,0.3113,0.2637,0.3113,0.3113,0.3113,0.3113,0.2198,0.2198
Condition_5_prime_4,0.692,0.4113,0.6444,0.598,0.6444,0.692,0.598,0.5492,0.6284,0.692,0.692,0.692,0.6004,0.5495,0.5028,0.6919,0.692,0.692,0.598,0.692,0.5968,0.692,0.1892,0.1892,0.1892,0.1256,0.1892,0.1892,0.1892,0.1892,0.1892,0.1892,0.1892,0.2381,0.2381,0.2381,0.1745,0.2381,0.2381,0.2381,0.2381,0.2381,0.2381,0.2381,0.9048,0.8095,0.6683,0.8411,1.0,0.8278,0.9048,0.8229,0.718,0.8133,0.9048,0.8917,0.8002,0.7492,0.7025,0.8917,0.8904,0.8917,0.7525,0.7146,0.8734,0.8002,0.6604,0.5689,0.6603,0.4712,0.6604,0.6592,0.6604,0.5664,0.5968,0.6604,0.6608,0.8917,0.7964,0.828,0.7331,0.8054,0.8237,0.7049,0.7492,0.7418,0.8734,0.7989,0.4066,0.2211,0.249,0.359,0.4066,0.3577,0.4066,0.4066,0.4066,0.3151,0.3151,0.375,0.2835,0.2174,0.375,0.3274,0.375,0.375,0.375,0.3113,0.2835,0.2835
Condition_5_prime_5,0.6632,0.3824,0.5995,0.5692,0.5995,0.6632,0.5692,0.5043,0.5862,0.6632,0.6632,0.6632,0.5716,0.5046,0.474,0.6177,0.6178,0.6632,0.5692,0.6632,0.5679,0.6632,0.2186,0.2186,0.2186,0.1416,0.2186,0.2186,0.2186,0.2186,0.2186,0.2186,0.2186,0.2859,0.2859,0.2859,0.209,0.2859,0.2859,0.2859,0.2859,0.2859,0.2859,0.2859,0.9048,0.8096,0.6523,0.7642,0.8278,1.0,0.9048,0.7962,0.7181,0.8133,0.9048,0.8763,0.7714,0.7178,0.6871,0.8175,0.8138,0.8763,0.7211,0.6725,0.8447,0.7848,0.6155,0.524,0.6152,0.4263,0.6155,0.6118,0.6155,0.5216,0.5386,0.6155,0.6168,0.8176,0.7223,0.7993,0.659,0.7313,0.7629,0.6895,0.7178,0.7131,0.7993,0.7811,0.3775,0.192,0.2065,0.3138,0.3775,0.3101,0.3775,0.3775,0.3775,0.2859,0.2859,0.3298,0.2383,0.1589,0.3298,0.2662,0.3298,0.3298,0.3298,0.2528,0.2383,0.2383
Condition_5_prime_6,0.7531,0.4689,0.6894,0.6582,0.6894,0.7531,0.6582,0.5942,0.6761,0.7531,0.7531,0.753,0.6578,0.5942,0.5629,0.6947,0.6948,0.753,0.6581,0.753,0.6578,0.753,0.2195,0.2195,0.2195,0.1425,0.2195,0.2195,0.2195,0.2195,0.2195,0.2195,0.2195,0.2869,0.2869,0.2869,0.2099,0.2869,0.2869,0.2869,0.2869,0.2869,0.2869,0.2869,1.0,0.9048,0.7463,0.8411,0.9048,0.9048,1.0,0.8914,0.8108,0.906,1.0,0.9715,0.8629,0.8127,0.7813,0.8945,0.8908,0.9715,0.8138,0.7676,0.9399,0.8775,0.7054,0.6114,0.7051,0.5153,0.7054,0.7017,0.7054,0.6105,0.6284,0.7054,0.7067,0.9035,0.8082,0.8852,0.7446,0.8082,0.8266,0.7822,0.8127,0.803,0.8852,0.8738,0.4671,0.2782,0.2952,0.4034,0.4671,0.3997,0.4671,0.4671,0.4671,0.3731,0.3731,0.4194,0.3255,0.2476,0.4194,0.3558,0.4194,0.4194,0.4194,0.3425,0.3255,0.3255
Condition_5_prime_7,0.7234,0.4393,0.6464,0.5992,0.6464,0.694,0.6285,0.5511,0.7234,0.7234,0.7234,0.694,0.5988,0.5513,0.5039,0.649,0.6491,0.694,0.6285,0.694,0.6282,0.694,0.1586,0.1586,0.1586,0.1586,0.1586,0.1586,0.1586,0.1586,0.1586,0.1586,0.1586,0.2538,0.2538,0.2538,0.2538,0.2538,0.2538,0.2538,0.2538,0.2538,0.2538,0.2538,0.8914,0.7962,0.7329,0.8229,0.8229,0.7962,0.8914,1.0,0.8104,0.8583,0.8914,0.8824,0.7776,0.7396,0.6923,0.8229,0.8139,0.8824,0.7408,0.8165,0.8824,0.8178,0.6598,0.5658,0.656,0.4696,0.6598,0.6415,0.6598,0.5649,0.6598,0.6598,0.6688,0.8319,0.7366,0.8732,0.6887,0.7366,0.7712,0.7225,0.7396,0.8203,0.8411,0.7702,0.434,0.2452,0.3391,0.357,0.434,0.3388,0.434,0.434,0.434,0.34,0.3401,0.3704,0.2764,0.2755,0.3704,0.2934,0.3704,0.3704,0.3704,0.3704,0.2764,0.2764
Condition_5_prime_8,0.626,0.4659,0.5623,0.4921,0.5341,0.5818,0.5612,0.5701,0.5623,0.626,0.626,0.5818,0.5806,0.4671,0.3969,0.5259,0.5259,0.5818,0.5308,0.5818,0.626,0.5818,0.2637,0.2637,0.2637,0.1722,0.2637,0.2637,0.2637,0.2637,0.2637,0.2637,0.2637,0.3681,0.3681,0.3681,0.2766,0.3681,0.3681,0.3681,0.3681,0.3681,0.3681,0.3681,0.8108,0.7156,0.7234,0.6544,0.718,0.7181,0.8108,0.8104,1.0,0.9048,0.8108,0.8014,0.7776,0.7213,0.619,0.7177,0.7087,0.8014,0.8162,0.6577,0.7698,0.8638,0.5793,0.579,0.5756,0.3889,0.562,0.5438,0.5793,0.4842,0.4878,0.5793,0.5883,0.7242,0.629,0.7152,0.5653,0.6315,0.6411,0.7698,0.6774,0.6783,0.7152,0.7856,0.4621,0.367,0.2754,0.3759,0.4621,0.3576,0.4621,0.4621,0.4621,0.4621,0.4621,0.3851,0.3851,0.1985,0.3851,0.2989,0.3851,0.3851,0.3851,0.2936,0.3851,0.3851
Condition_5_prime_9,0.7092,0.519,0.6322,0.5757,0.6177,0.6653,0.6143,0.5369,0.6229,0.7092,0.7092,0.6653,0.664,0.537,0.4804,0.6094,0.6095,0.6653,0.6143,0.6653,0.6139,0.6653,0.2448,0.2448,0.2448,0.1585,0.2448,0.2448,0.2448,0.2448,0.2448,0.2448,0.2448,0.3308,0.3308,0.3308,0.2445,0.3308,0.3308,0.3308,0.3308,0.3308,0.3308,0.3308,0.906,0.8108,0.733,0.7496,0.8133,0.8133,0.906,0.8583,0.9048,1.0,0.906,0.884,0.8694,0.7742,0.7016,0.8095,0.8005,0.884,0.8694,0.7173,0.8524,0.9463,0.6455,0.6455,0.6443,0.4554,0.6455,0.6365,0.6455,0.5506,0.5593,0.6455,0.6493,0.816,0.7208,0.7977,0.6571,0.7232,0.7363,0.8511,0.7597,0.7609,0.7977,0.8774,0.4223,0.3274,0.2411,0.3453,0.4223,0.3363,0.4223,0.4223,0.4223,0.4223,0.4223,0.3586,0.3586,0.1775,0.3586,0.2816,0.3586,0.3586,0.3586,0.2724,0.3586,0.3586
Condition_5_prime_10,0.7531,0.4689,0.6894,0.6582,0.6894,0.7531,0.6582,0.5942,0.6761,0.7531,0.7531,0.753,0.6578,0.5942,0.5629,0.6947,0.6948,0.753,0.6581,0.753,0.6578,0.753,0.2195,0.2195,0.2195,0.1425,0.2195,0.2195,0.2195,0.2195,0.2195,0.2195,0.2195,0.2869,0.2869,0.2869,0.2099,0.2869,0.2869,0.2869,0.2869,0.2869,0.2869,0.2869,1.0,0.9048,0.7463,0.8411,0.9048,0.9048,1.0,0.8914,0.8108,0.906,1.0,0.9715,0.8629,0.8127,0.7813,0.8945,0.8908,0.9715,0.8139,0.7677,0.9399,0.8775,0.7054,0.6115,0.7051,0.5153,0.7054,0.7017,0.7054,0.6105,0.6284,0.7054,0.7067,0.9035,0.8083,0.8852,0.7446,0.8083,0.8266,0.7823,0.8127,0.803,0.8852,0.8738,0.4671,0.2782,0.2952,0.4034,0.4671,0.3997,0.4671,0.4671,0.4671,0.3731,0.3731,0.4194,0.3255,0.2476,0.4194,0.3558,0.4194,0.4194,0.4194,0.3425,0.3255,0.3255
Condition_6,0.7767,0.4925,0.713,0.6818,0.713,0.7767,0.6818,0.6174,0.6997,0.7767,0.7767,0.7767,0.6814,0.6179,0.5865,0.7183,0.7184,0.7767,0.6818,0.7767,0.6814,0.7767,0.2198,0.2198,0.2198,0.1429,0.2198,0.2198,0.2198,0.2198,0.2198,0.2198,0.2198,0.3017,0.3017,0.3017,0.2248,0.3017,0.3014,0.3017,0.3017,0.3017,0.3014,0.3017,0.9715,0.8762,0.745,0.828,0.8917,0.8763,0.9715,0.8824,0.8014,0.884,0.9715,1.0,0.8728,0.8412,0.8086,0.9048,0.9048,1.0,0.8424,0.7962,0.9684,0.906,0.729,0.6351,0.72,0.5389,0.729,0.7108,0.729,0.6342,0.6521,0.729,0.729,0.9138,0.8185,0.9138,0.7546,0.8185,0.8278,0.8108,0.8412,0.8315,0.9138,0.8878,0.4819,0.2931,0.3101,0.418,0.4819,0.4,0.4816,0.4819,0.4819,0.3876,0.388,0.4343,0.3404,0.2624,0.4343,0.3707,0.4343,0.4343,0.4343,0.3573,0.3404,0.3404
Condition_6_prime_1,0.6666,0.5726,0.6029,0.5726,0.6029,0.6666,0.5726,0.5077,0.5896,0.6666,0.6666,0.6666,0.7937,0.508,0.4773,0.6119,0.6119,0.6666,0.5726,0.6666,0.5713,0.6666,0.2186,0.2505,0.2186,0.1416,0.2186,0.2186,0.2186,0.2186,0.2186,0.2186,0.2186,0.2912,0.4184,0.2912,0.2146,0.2912,0.2912,0.2912,0.2912,0.2912,0.2912,0.2912,0.8629,0.8629,0.6203,0.7369,0.8002,0.7714,0.8629,0.7776,0.7776,0.8694,0.8629,0.8728,1.0,0.7143,0.6836,0.8129,0.8039,0.8728,0.8092,0.6824,0.8546,0.8728,0.6189,0.7461,0.6152,0.4297,0.6189,0.6099,0.6189,0.525,0.5419,0.6189,0.6189,0.8182,0.8182,0.7866,0.6596,0.7267,0.7363,0.7776,0.7143,0.7043,0.7999,0.8638,0.3775,0.3787,0.2065,0.3138,0.3775,0.3048,0.3775,0.3775,0.3775,0.3775,0.3775,0.3298,0.3298,0.1589,0.3298,0.2662,0.3298,0.3298,0.3298,0.2529,0.3298,0.3298
Condition_6_prime_2,0.7065,0.4333,0.7198,0.5563,0.6907,0.6454,0.6247,0.6206,0.6336,0.7065,0.7065,0.6454,0.5229,0.7199,0.4577,0.577,0.5808,0.6454,0.6113,0.6454,0.6113,0.6454,0.2621,0.2621,0.2621,0.1759,0.2621,0.2621,0.2621,0.2621,0.2621,0.2621,0.2621,0.3101,0.3101,0.3101,0.2238,0.3101,0.3063,0.3101,0.3101,0.3101,0.3063,0.3101,0.8127,0.7174,0.8377,0.6855,0.7492,0.7178,0.8127,0.7396,0.7213,0.7742,0.8127,0.8412,0.7143,1.0,0.6585,0.7622,0.7623,0.8412,0.9048,0.7549,0.8412,0.8278,0.6428,0.5477,0.6112,0.4524,0.6416,0.594,0.6428,0.5477,0.5566,0.6428,0.6428,0.771,0.6757,0.755,0.7546,0.676,0.7014,0.7328,0.9081,0.7363,0.771,0.7496,0.4965,0.3064,0.3151,0.4927,0.4965,0.4485,0.4927,0.4965,0.4965,0.3978,0.4016,0.4195,0.3246,0.2381,0.4195,0.4195,0.4195,0.4195,0.4195,0.3333,0.3246,0.3246
Condition_6_prime_3,0.5924,0.4975,0.5288,0.7751,0.5225,0.5862,0.5924,0.4334,0.5154,0.5924,0.5924,0.5862,0.4919,0.4336,0.7751,0.5288,0.5288,0.5862,0.5924,0.5862,0.4972,0.5862,0.1247,0.1247,0.1247,0.0477,0.1247,0.1247,0.1247,0.1247,0.1247,0.1247,0.1247,0.2066,0.2066,0.2066,0.1296,0.2066,0.2065,0.2066,0.2066,0.2066,0.2065,0.2066,0.7813,0.7813,0.6585,0.6388,0.7025,0.6871,0.7813,0.6923,0.619,0.7016,0.7813,0.8086,0.6836,0.6585,1.0,0.7156,0.7144,0.8086,0.6587,0.6135,0.777,0.7224,0.5448,0.4499,0.5358,0.7275,0.5438,0.5256,0.5448,0.5448,0.4678,0.5448,0.5448,0.7236,0.7236,0.7224,0.5644,0.6293,0.6386,0.7224,0.6532,0.6401,0.7224,0.6988,0.393,0.2981,0.316,0.3293,0.393,0.3123,0.3929,0.393,0.393,0.298,0.2981,0.3453,0.3367,0.2684,0.3453,0.2817,0.3453,0.3453,0.3453,0.2684,0.2505,0.2505
Condition_6_prime_4,0.7035,0.4228,0.6559,0.6095,0.7511,0.7035,0.6095,0.5606,0.6399,0.7035,0.7035,0.7035,0.6119,0.561,0.5143,0.7987,0.7035,0.7035,0.6095,0.7035,0.6083,0.7035,0.1893,0.1893,0.1893,0.1256,0.1893,0.1893,0.1893,0.1893,0.1893,0.1893,0.1893,0.2459,0.2459,0.2459,0.1823,0.2459,0.2458,0.2459,0.2459,0.2459,0.2458,0.2459,0.8945,0.7992,0.6683,0.828,0.8917,0.8175,0.8945,0.8229,0.7177,0.8095,0.8945,0.9048,0.8129,0.7622,0.7156,1.0,0.8958,0.9048,0.7656,0.7277,0.8865,0.8133,0.6719,0.5804,0.6682,0.4827,0.7671,0.6629,0.6719,0.5779,0.6083,0.6719,0.6719,0.9048,0.8095,0.8411,0.7459,0.8185,0.8278,0.718,0.7622,0.7549,0.8865,0.8042,0.4144,0.2289,0.2568,0.3667,0.4144,0.3578,0.4143,0.4144,0.4144,0.3228,0.3229,0.3828,0.2913,0.2252,0.3828,0.3352,0.3828,0.3828,0.3828,0.3192,0.2913,0.2913
Condition_6_prime_5,0.7001,0.4193,0.6525,0.6061,0.6525,0.7001,0.6062,0.5569,0.6365,0.7001,0.7001,0.7001,0.6085,0.5576,0.5109,0.7,0.7001,0.7001,0.6061,0.7001,0.6049,0.7001,0.1896,0.1896,0.1896,0.1259,0.1896,0.1896,0.1896,0.1896,0.1896,0.1896,0.1896,0.2372,0.2372,0.2372,0.1735,0.2372,0.2368,0.2372,0.2372,0.2372,0.2368,0.2372,0.8908,0.7956,0.6671,0.8268,0.8904,0.8138,0.8908,0.8139,0.7087,0.8005,0.8908,0.9048,0.8039,0.7623,0.7144,0.8958,1.0,0.9048,0.7657,0.7277,0.8866,0.8133,0.6685,0.577,0.6595,0.4793,0.6685,0.7637,0.6685,0.5746,0.6049,0.6685,0.6685,0.8958,0.8006,0.8412,0.7369,0.8095,0.8241,0.7181,0.7623,0.755,0.8866,0.8133,0.4057,0.2202,0.2481,0.3577,0.4057,0.358,0.4053,0.4057,0.4057,0.3138,0.3142,0.3741,0.2826,0.2165,0.3741,0.3265,0.3741,0.3741,0.3741,0.3104,0.2826,0.2826
Condition_6_prime_6,0.7767,0.4925,0.713,0.6818,0.713,0.7767,0.6818,0.6174,0.6997,0.7767,0.7767,0.7767,0.6814,0.6179,0.5865,0.7183,0.7184,0.7767,0.6818,0.7767,0.6814,0.7767,0.2198,0.2198,0.2198,0.1429,0.2198,0.2198,0.2198,0.2198,0.2198,0.2198,0.2198,0.3017,0.3017,0.3017,0.2248,0.3017,0.3014,0.3017,0.3017,0.3017,0.3014,0.3017,0.9715,0.8762,0.745,0.828,0.8917,0.8763,0.9715,0.8824,0.8014,0.884,0.9715,1.0,0.8728,0.8412,0.8086,0.9048,0.9048,1.0,0.8424,0.7962,0.9684,0.906,0.729,0.6351,0.72,0.5389,0.729,0.7108,0.729,0.6342,0.6521,0.729,0.729,0.9138,0.8185,0.9138,0.7546,0.8185,0.8278,0.8108,0.8412,0.8315,0.9138,0.8878,0.4819,0.2931,0.3101,0.418,0.4819,0.4,0.4816,0.4819,0.4819,0.3876,0.388,0.4343,0.3404,0.2624,0.4343,0.3707,0.4343,0.4343,0.4343,0.3573,0.3404,0.3404
Condition_6_prime_7,0.7065,0.5284,0.7198,0.5566,0.6919,0.6466,0.6249,0.6205,0.6336,0.7065,0.7065,0.6466,0.6178,0.6247,0.458,0.5804,0.5842,0.6466,0.6116,0.6466,0.6112,0.6466,0.2618,0.2618,0.2618,0.1756,0.2618,0.2618,0.2618,0.2618,0.2618,0.2618,0.2618,0.3098,0.3098,0.3098,0.2236,0.3098,0.3061,0.3098,0.3098,0.3098,0.3061,0.3098,0.8138,0.7186,0.7428,0.6889,0.7525,0.7211,0.8138,0.7408,0.8162,0.8694,0.8139,0.8424,0.8092,0.9048,0.6587,0.7656,0.7657,0.8424,1.0,0.7548,0.8424,0.923,0.6428,0.6428,0.6112,0.4527,0.6428,0.5952,0.6428,0.5479,0.5566,0.6428,0.6428,0.7722,0.6769,0.7562,0.6606,0.6794,0.7047,0.8277,0.813,0.7375,0.7722,0.8448,0.4013,0.3064,0.2202,0.3976,0.4013,0.3533,0.3976,0.4013,0.4013,0.3976,0.4013,0.3243,0.3243,0.1432,0.3243,0.3243,0.3243,0.3243,0.3243,0.2381,0.3243,0.3243
Condition_6_prime_8,0.8011,0.5668,0.7695,0.6382,0.7176,0.7349,0.7606,0.6641,0.8558,0.8011,0.8011,0.7272,0.6044,0.6746,0.5395,0.6559,0.6597,0.7272,0.7059,0.7272,0.706,0.7358,0.1812,0.1812,0.1812,0.1812,0.1812,0.1812,0.1812,0.1812,0.1812,0.1812,0.1812,0.3323,0.3323,0.3323,0.3323,0.3323,0.3233,0.3323,0.3323,0.3323,0.3233,0.3323,0.7676,0.6724,0.5926,0.7146,0.7146,0.6725,0.7676,0.8165,0.6577,0.7173,0.7677,0.7962,0.6824,0.7549,0.6135,0.7277,0.7277,0.7962,0.7548,1.0,0.8278,0.7709,0.7788,0.6835,0.7312,0.5884,0.7683,0.7047,0.7788,0.6836,0.7788,0.7788,0.7788,0.7367,0.6414,0.7869,0.5935,0.6415,0.676,0.6759,0.6883,0.7656,0.7549,0.7046,0.5187,0.3286,0.4235,0.4235,0.5187,0.3676,0.5097,0.5187,0.5187,0.4148,0.4238,0.4417,0.3468,0.3465,0.4417,0.3555,0.4417,0.4417,0.4417,0.4417,0.3468,0.3468
Condition_6_prime_9,0.8005,0.5161,0.7369,0.7055,0.7369,0.8005,0.7056,0.6403,0.7235,0.8005,0.8005,0.8005,0.6814,0.6417,0.6103,0.7196,0.7196,0.8005,0.7056,0.8005,0.7053,0.8005,0.2208,0.2208,0.2208,0.1438,0.2208,0.2208,0.2208,0.2208,0.2208,0.2208,0.2208,0.3161,0.3161,0.3161,0.2391,0.3161,0.3148,0.3161,0.3161,0.3161,0.3148,0.3161,0.9399,0.8446,0.7268,0.8098,0.8734,0.8447,0.9399,0.8824,0.7698,0.8524,0.9399,0.9684,0.8546,0.8412,0.777,0.8865,0.8866,0.9684,0.8424,0.8278,1.0,0.906,0.7529,0.6589,0.7346,0.5628,0.7529,0.7213,0.7529,0.658,0.6759,0.7529,0.7529,0.8955,0.8003,0.8822,0.7363,0.8003,0.8188,0.8107,0.8408,0.8314,0.9138,0.8744,0.4963,0.3074,0.3244,0.4314,0.4963,0.401,0.495,0.4963,0.4963,0.401,0.4023,0.4487,0.3547,0.2768,0.4487,0.385,0.4487,0.4487,0.4487,0.3717,0.3547,0.3547
Condition_6_prime_10,0.7504,0.56,0.6734,0.6169,0.6589,0.7065,0.6555,0.5769,0.6642,0.7504,0.7504,0.7065,0.6814,0.5783,0.5216,0.628,0.6281,0.7065,0.6555,0.7065,0.6552,0.7065,0.246,0.246,0.246,0.1598,0.246,0.246,0.246,0.246,0.246,0.246,0.246,0.3547,0.3547,0.3547,0.2685,0.3547,0.3534,0.3547,0.3547,0.3547,0.3534,0.3547,0.8775,0.7822,0.7134,0.7365,0.8002,0.7848,0.8775,0.8178,0.8638,0.9463,0.8775,0.906,0.8728,0.8278,0.7224,0.8133,0.8133,0.906,0.923,0.7709,0.906,1.0,0.6868,0.6868,0.6685,0.4967,0.6868,0.6552,0.6868,0.5919,0.6006,0.6868,0.6868,0.8198,0.7246,0.8198,0.6606,0.727,0.7363,0.9047,0.813,0.8144,0.8198,0.9084,0.4462,0.3513,0.2651,0.3679,0.4462,0.3375,0.4449,0.4462,0.4462,0.4449,0.4462,0.3826,0.3826,0.2014,0.3826,0.3056,0.3826,0.3826,0.3826,0.2963,0.3826,0.3826
Condition_7,0.8424,0.667,0.829,0.6679,0.7496,0.7656,0.8266,0.7618,0.829,0.8424,0.842,0.7565,0.6338,0.7005,0.5689,0.688,0.6917,0.7565,0.7285,0.7565,0.7285,0.7652,0.2579,0.2579,0.2579,0.1664,0.2579,0.2579,0.2579,0.2579,0.2542,0.2576,0.2576,0.4248,0.4248,0.4248,0.3333,0.4248,0.3772,0.4248,0.4248,0.4248,0.3772,0.4248,0.7054,0.6102,0.5115,0.5968,0.6604,0.6155,0.7054,0.6598,0.5793,0.6455,0.7054,0.729,0.6189,0.6428,0.5448,0.6719,0.6685,0.729,0.6428,0.7788,0.7529,0.6868,1.0,0.7962,0.9364,0.7582,0.9048,0.901,0.9987,0.9036,0.9048,0.9997,0.9508,0.6756,0.5803,0.6428,0.5167,0.6719,0.6187,0.5918,0.5949,0.6892,0.6904,0.6273,0.6136,0.4236,0.427,0.4615,0.6136,0.4414,0.566,0.6136,0.6136,0.4711,0.5187,0.619,0.5241,0.432,0.619,0.5328,0.619,0.619,0.619,0.5275,0.5058,0.5241
